lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,total_of_special_requests
79,0,2,2,0,0,0,0,0,0,0
103,0,3,3,0,0,0,0,0,0,1
42,0,0,1,0,0,0,0,0,0,0
133,2,5,1,0,0,0,0,0,0,1
7,0,1,2,1,0,0,0,0,0,2
84,2,6,2,0,0,0,0,2,0,1
107,1,1,1,0,0,0,0,0,0,0
81,1,3,2,0,0,0,0,0,0,1
4,0,3,2,2,0,0,0,0,0,2
41,2,0,3,0,0,0,0,0,0,1
7,2,2,2,0,0,0,0,0,0,1
179,2,1,2,0,0,0,0,0,0,2
23,0,2,3,0,0,0,0,0,0,1
97,2,2,2,0,0,0,0,0,0,0
129,0,2,3,0,0,0,0,0,0,0
216,2,5,3,0,0,0,0,0,0,2
16,0,2,2,0,0,0,0,1,0,1
0,0,1,2,0,0,0,0,0,0,0
186,2,2,0,2,0,0,0,1,0,1
8,2,4,2,0,0,0,0,0,0,0
36,2,1,2,0,0,0,0,0,0,0
134,1,2,3,0,0,0,0,0,0,1
253,3,10,2,0,0,0,0,0,0,2
78,0,0,2,0,0,0,0,0,0,2
119,1,5,2,0,0,0,0,0,0,2
78,0,0,1,0,0,0,0,7,0,0
229,1,2,3,0,0,0,0,0,0,0
131,2,5,2,0,1,0,0,1,0,2
303,2,3,2,0,0,0,0,0,0,0
107,2,2,2,0,0,0,0,0,0,1
1,0,2,1,0,0,0,0,0,0,0
207,2,5,2,0,0,0,0,0,0,1
72,3,6,2,0,0,0,0,0,0,1
106,1,2,1,0,0,0,0,0,0,2
5,0,2,1,0,0,0,1,0,0,0
193,0,3,2,0,0,0,0,0,0,1
247,2,5,2,0,0,0,0,1,0,2
35,0,2,2,0,0,0,0,0,0,1
69,0,2,3,0,0,0,0,1,0,1
0,0,1,1,0,0,0,0,0,0,0
17,2,2,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
56,0,2,2,0,0,0,0,0,0,0
3,0,1,3,1,0,0,0,0,0,1
53,2,1,3,0,0,0,0,1,0,2
93,1,3,2,0,0,0,0,0,0,4
100,2,1,2,0,0,0,0,0,0,1
154,1,4,2,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,2
2,0,1,2,0,0,0,0,0,0,0
179,1,0,2,0,0,0,0,0,0,0
34,0,2,2,0,0,0,0,0,0,1
10,3,5,1,0,0,0,0,0,0,0
119,0,2,2,1,0,0,0,0,0,0
53,2,1,2,0,0,0,0,0,0,1
27,1,0,1,0,0,0,0,0,8,0
11,0,1,2,0,0,0,0,0,0,0
122,3,8,2,0,0,0,0,0,0,1
5,0,1,2,0,0,0,0,0,0,1
165,2,4,2,0,0,0,0,2,0,0
69,1,2,1,0,0,0,0,0,0,1
53,2,0,1,0,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0,0
304,0,2,2,0,0,0,0,0,0,0
11,0,2,2,0,0,0,0,0,0,1
56,0,3,2,0,0,0,0,3,0,1
71,2,6,2,1,0,0,0,0,0,3
46,1,2,2,0,0,0,0,0,0,3
222,1,2,2,0,0,0,0,0,0,2
166,2,5,2,0,0,0,0,0,0,1
342,2,5,2,0,0,0,0,0,125,0
0,1,0,2,1,0,0,0,0,0,0
90,0,5,1,0,0,0,0,0,0,0
20,0,2,2,0,0,0,0,0,0,1
216,2,5,2,0,0,0,0,0,0,0
8,0,2,2,0,0,0,0,0,0,1
35,1,1,1,0,0,0,0,0,0,0
87,0,4,2,0,0,0,0,0,0,0
207,1,2,2,0,0,0,0,0,0,0
25,0,2,2,0,0,0,0,0,0,0
128,2,5,2,0,0,1,0,0,0,0
84,1,2,2,1,0,0,0,0,0,1
0,1,0,2,0,0,0,0,1,0,1
218,1,5,3,0,0,0,0,0,0,2
5,0,3,1,0,0,0,0,0,0,3
99,1,3,2,0,0,0,0,0,0,0
5,0,1,1,0,0,0,0,0,0,2
12,2,1,1,0,0,0,0,0,0,0
42,2,5,2,0,0,0,0,0,0,0
10,0,4,2,2,0,0,0,0,0,2
17,1,3,1,0,0,0,0,2,0,0
8,2,5,2,0,0,0,0,0,0,1
114,1,3,2,0,0,0,0,0,0,1
0,0,1,2,0,0,0,1,0,0,1
35,2,1,3,0,0,0,0,0,0,0
83,0,1,1,0,0,0,0,1,77,0
26,2,3,2,0,0,0,0,0,0,1
93,1,5,2,0,0,0,0,0,0,2
157,0,4,2,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0
16,2,1,2,0,1,0,0,1,0,2
4,1,2,2,1,0,0,0,1,0,1
152,0,4,2,0,0,0,0,1,0,1
141,0,2,2,0,0,0,0,2,0,1
208,0,1,2,0,0,1,0,0,0,0
262,2,4,2,0,0,0,0,0,0,0
21,3,8,1,0,0,0,0,0,0,0
4,0,2,2,0,0,0,0,0,0,0
160,2,5,2,0,0,0,0,0,0,1
210,1,3,2,0,0,0,0,0,0,1
132,2,3,1,0,0,0,0,0,0,1
54,0,1,2,0,0,0,0,0,0,0
106,1,3,1,0,0,0,0,0,0,1
89,1,3,2,0,1,0,0,1,0,1
70,2,6,2,0,0,0,0,0,0,0
104,4,7,1,0,0,0,0,0,0,1
277,2,0,2,0,0,0,0,0,0,0
48,2,3,2,0,0,0,0,0,0,0
106,1,1,3,0,0,0,0,0,0,0
94,2,7,1,0,0,0,0,0,0,0
108,2,6,2,0,0,0,0,2,0,0
6,0,1,2,0,0,0,0,0,0,1
83,0,2,2,0,0,0,0,0,0,0
0,0,2,2,0,0,0,0,0,0,0
20,1,0,2,0,0,0,0,0,0,3
103,2,2,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,0,0
5,2,3,2,0,0,0,0,2,0,0
47,0,1,2,0,0,0,0,0,0,1
177,2,1,2,0,0,0,0,1,0,1
146,2,2,1,0,0,0,0,0,0,0
307,3,7,2,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
31,0,2,2,0,0,0,0,0,0,0
187,1,2,2,0,0,0,0,0,0,1
188,1,3,2,0,0,0,0,0,0,1
7,0,1,1,0,0,0,1,0,0,1
283,1,1,2,0,0,1,0,0,0,0
144,1,1,2,0,0,0,0,0,0,2
48,0,1,2,0,0,0,0,0,48,0
0,0,1,2,0,0,0,0,4,0,0
112,2,2,2,0,0,0,0,0,0,1
24,2,5,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
146,0,3,2,0,0,0,0,2,0,0
2,0,2,1,0,0,0,0,0,0,0
37,2,5,1,0,0,0,0,1,14,0
11,0,2,3,1,0,0,0,0,0,0
210,1,3,2,0,0,0,0,0,0,0
286,2,4,2,0,0,0,0,1,0,2
39,0,5,2,0,0,0,0,0,0,0
38,2,3,2,0,0,0,0,0,0,2
27,0,1,1,0,0,0,0,0,0,0
65,2,2,2,0,0,0,0,0,0,0
36,0,3,3,0,0,0,0,0,0,2
89,0,3,2,0,0,1,0,0,0,0
69,2,4,2,0,0,0,0,0,0,2
8,0,1,1,0,0,0,0,0,0,0
168,0,2,1,0,0,0,0,1,0,0
27,1,0,1,0,0,0,0,1,0,0
292,0,2,1,0,0,1,0,2,0,0
75,2,5,2,0,0,0,0,0,0,1
11,3,7,2,0,0,0,0,0,0,1
62,1,3,2,0,0,0,0,0,0,1
44,1,3,2,1,0,0,0,0,0,1
222,1,1,1,0,0,0,0,2,0,0
1,0,3,2,0,0,0,0,0,0,1
157,2,5,2,0,0,0,0,0,0,0
101,4,10,2,0,0,0,0,0,0,0
4,0,1,2,1,0,0,0,0,0,1
157,0,3,2,0,0,0,0,4,0,0
422,0,2,2,0,0,0,0,1,379,1
5,1,3,2,0,0,0,0,2,0,0
0,0,3,2,0,0,0,0,0,0,0
323,2,5,2,0,0,0,0,0,0,0
2,2,1,2,0,0,0,0,0,0,1
44,0,1,2,0,0,0,0,3,0,3
28,0,2,2,0,0,0,0,0,0,0
5,0,3,1,0,0,0,0,0,0,1
97,4,6,2,0,0,0,0,1,0,0
34,0,2,1,0,0,0,0,0,0,1
111,0,3,2,0,0,0,0,0,0,0
2,0,1,2,0,0,0,0,0,0,1
81,0,4,2,0,0,0,0,0,0,1
36,0,4,2,2,0,0,0,0,0,1
188,2,5,2,0,0,0,0,0,0,1
97,0,3,2,0,0,0,0,1,0,0
16,0,1,2,0,0,0,0,0,0,0
64,2,2,2,0,0,0,0,0,0,0
66,2,2,3,0,0,0,0,2,0,0
211,1,4,2,0,0,0,0,0,0,3
123,2,5,3,0,0,0,0,0,0,0
53,1,2,2,0,0,1,0,0,0,0
1,0,1,2,0,0,0,0,0,0,0
8,0,1,1,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
59,2,1,2,0,0,0,0,0,0,0
118,2,1,2,0,0,0,0,0,0,0
78,0,1,2,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0,0
99,1,3,2,0,0,0,0,0,0,0
52,2,3,2,1,0,0,0,0,0,0
93,0,2,2,0,0,0,0,0,0,1
204,0,1,2,0,0,0,0,0,0,0
128,2,1,2,0,0,0,0,0,0,0
1,0,1,2,0,0,0,0,0,0,0
172,2,5,2,0,0,0,0,1,0,0
17,1,3,2,0,0,0,0,0,0,0
221,2,5,2,1,0,0,0,0,0,2
12,1,0,2,0,0,0,0,0,0,0
206,2,1,2,0,0,0,0,0,0,0
54,0,2,2,0,0,0,0,0,0,1
65,1,5,2,0,0,0,0,0,0,0
14,1,1,2,0,0,0,0,0,0,1
131,2,5,1,0,0,0,0,0,0,2
90,2,3,2,1,0,0,0,0,0,2
67,2,3,2,0,0,0,0,0,0,0
297,2,2,2,1,0,0,0,1,0,0
12,2,1,1,1,0,0,0,0,0,0
27,0,3,2,0,0,0,0,0,0,1
109,2,2,2,0,0,0,0,0,0,0
123,1,2,2,0,0,0,0,0,0,0
171,3,7,3,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,0,0
27,1,3,2,0,0,0,0,0,0,0
84,1,2,2,0,0,0,0,0,0,0
356,1,3,3,0,0,0,0,0,0,0
1,0,1,2,2,0,0,0,0,0,0
3,2,1,2,1,0,0,0,1,0,1
3,0,2,1,0,0,0,0,0,0,0
4,1,1,2,0,0,0,0,0,0,2
210,2,5,3,0,0,0,0,0,0,0
28,2,1,2,0,0,0,0,0,0,2
152,2,4,2,0,0,0,0,0,0,1
105,0,1,1,0,0,1,11,1,0,0
13,2,0,1,0,0,0,0,0,0,0
56,2,6,2,0,1,0,0,1,0,2
34,0,3,2,0,0,0,0,0,0,1
41,0,2,2,0,0,0,0,0,0,0
27,2,6,2,0,0,0,0,2,0,1
6,0,3,1,0,0,0,0,0,0,2
0,0,2,2,0,0,0,0,0,0,0
119,0,2,1,0,0,0,0,0,0,0
5,2,2,2,0,0,0,0,0,0,1
9,0,1,1,0,0,0,2,1,0,0
6,1,0,2,0,0,0,1,0,0,2
57,1,2,1,0,0,0,0,0,0,1
287,1,3,1,0,0,0,0,1,0,0
285,1,2,1,0,0,0,0,0,0,2
0,0,1,2,0,0,0,0,0,0,2
143,0,4,2,0,0,0,0,0,0,2
26,2,2,2,2,0,0,0,0,0,2
90,2,4,2,0,0,0,0,0,0,1
2,0,2,2,0,0,0,0,0,0,1
1,0,1,2,0,0,0,2,1,0,0
117,2,3,2,0,0,0,0,0,0,1
176,0,4,2,0,0,0,0,0,0,0
118,0,3,2,0,0,0,0,0,0,0
69,0,2,2,0,0,0,0,0,0,0
138,0,4,2,0,0,0,0,0,0,1
29,0,3,1,0,0,0,0,0,0,0
67,0,2,2,0,0,0,0,0,0,0
34,2,6,2,0,0,0,0,0,0,1
12,1,1,2,0,0,0,0,0,0,1
167,2,8,2,0,0,0,0,0,0,2
28,1,4,2,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
49,0,3,2,0,0,0,0,0,0,1
2,0,2,2,0,0,0,0,0,0,1
207,3,7,2,0,0,0,0,0,0,2
255,1,3,1,0,0,0,0,0,0,0
29,0,1,2,0,0,0,0,0,0,0
1,0,1,2,0,0,0,0,0,0,0
316,0,3,2,0,0,0,0,0,0,0
15,0,1,1,0,0,0,0,1,0,0
67,2,2,2,0,0,0,0,0,0,2
15,0,2,1,0,0,0,0,0,0,1
37,2,1,2,1,0,0,0,0,0,0
186,2,1,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
289,0,2,2,0,0,0,1,2,0,2
89,1,1,2,0,0,0,0,0,0,1
11,0,1,2,0,0,0,0,0,0,1
51,0,1,2,1,0,0,0,0,0,1
92,1,2,2,0,0,0,0,0,0,0
5,2,2,1,0,0,0,0,0,0,0
12,0,1,2,1,0,0,0,0,0,0
95,2,1,2,0,0,0,0,0,0,2
194,1,5,2,1,0,0,0,0,0,1
135,0,1,1,0,0,0,0,0,0,0
10,1,3,2,0,0,0,0,0,0,0
39,1,1,2,0,0,0,0,0,0,0
7,2,0,2,0,0,0,0,0,0,1
227,2,2,2,0,0,0,0,0,0,1
101,0,3,2,0,0,0,0,0,0,3
145,2,1,2,0,0,0,0,0,0,0
79,2,2,2,0,0,0,0,2,0,1
43,1,1,2,0,0,0,0,0,0,1
18,0,1,2,0,0,0,0,1,0,1
7,1,0,2,0,1,0,0,1,0,1
128,2,3,2,0,0,0,0,0,0,2
12,1,2,1,0,0,0,0,0,0,0
258,4,10,2,0,0,0,0,0,0,2
76,2,7,2,0,0,0,0,0,0,0
65,1,0,2,0,0,0,0,0,0,1
142,0,3,2,0,0,0,0,2,0,0
142,2,5,2,0,0,0,0,1,0,3
97,0,2,2,0,0,0,0,0,0,0
200,6,15,2,0,0,0,0,0,0,0
39,0,3,2,0,0,0,0,2,0,3
76,2,5,2,2,0,0,0,0,0,0
28,0,1,1,0,0,0,7,0,0,1
249,2,5,2,0,0,0,0,0,0,0
155,2,5,2,0,0,0,0,6,0,1
20,2,5,2,0,0,0,0,0,0,2
102,0,4,1,0,0,0,0,2,0,1
213,1,3,2,0,0,0,0,0,0,0
177,1,2,2,0,0,0,0,0,0,0
124,1,5,2,2,0,0,0,0,0,0
5,0,3,2,0,0,0,0,0,0,1
278,1,0,3,0,0,0,0,0,0,1
196,1,3,3,0,0,0,0,0,0,1
7,0,3,2,0,0,0,0,0,0,1
60,1,2,2,0,0,0,0,0,0,0
104,0,3,2,0,0,0,0,0,0,0
40,2,1,2,0,0,0,0,0,0,0
99,0,2,1,0,0,0,0,1,0,0
296,1,5,3,0,0,0,0,0,0,0
55,0,2,3,0,0,0,0,0,0,0
62,2,3,2,0,0,0,0,0,0,1
109,0,2,2,0,0,0,0,0,0,0
77,2,6,2,0,0,0,0,0,0,1
31,2,2,1,0,0,0,0,1,0,0
20,2,1,2,0,0,0,0,0,0,1
14,2,2,2,1,0,0,0,0,0,1
39,2,4,2,0,0,0,0,0,0,0
48,2,1,2,0,0,0,0,0,0,0
4,0,2,2,0,0,0,0,0,0,2
129,0,5,2,0,0,0,0,0,0,2
81,2,5,2,0,0,0,0,0,0,2
5,1,4,2,2,0,0,0,1,0,0
65,2,8,2,1,0,0,0,0,0,3
57,1,3,3,0,0,0,0,0,0,1
349,2,3,2,0,0,0,0,0,0,3
18,1,3,2,0,0,0,0,0,0,1
165,0,2,2,0,0,0,0,0,0,0
73,0,3,2,0,0,0,0,0,0,2
0,0,1,1,0,0,0,0,2,0,0
20,1,2,2,0,0,0,0,2,0,1
45,2,5,3,0,0,0,0,1,0,0
270,2,2,2,0,0,0,0,0,0,0
31,2,1,2,0,0,0,0,1,0,0
198,1,2,2,0,0,0,0,0,0,0
33,2,5,2,0,0,0,0,0,0,2
20,2,3,2,0,0,0,0,2,0,1
289,1,2,2,0,0,1,0,0,0,0
23,2,4,2,0,0,0,0,0,0,0
12,0,2,1,0,0,0,0,2,0,3
165,1,4,2,0,0,0,0,0,0,0
23,1,2,2,0,0,0,0,0,0,5
0,0,0,2,0,0,0,0,1,0,1
84,1,5,2,0,0,0,0,0,0,3
5,0,1,2,0,0,0,0,0,0,1
7,1,1,2,0,0,0,0,0,0,0
0,0,2,2,0,0,0,0,0,0,0
12,2,2,2,0,0,0,0,0,0,3
0,0,1,1,0,0,0,1,0,0,0
0,0,1,2,0,0,0,0,0,0,0
98,1,4,1,0,0,0,0,1,0,0
74,0,2,2,0,0,0,0,0,0,0
43,1,3,2,1,0,0,0,0,0,2
29,1,3,2,0,0,0,0,0,0,0
1,1,0,2,0,0,0,0,0,0,0
236,2,2,2,0,0,0,0,0,0,0
9,2,0,2,0,0,0,0,2,0,0
77,2,4,3,0,0,0,0,0,0,0
96,2,1,2,0,0,0,0,0,0,0
36,0,3,2,0,0,0,0,0,0,1
11,2,0,2,0,0,0,0,0,0,1
1,0,1,2,0,0,0,0,0,0,1
111,1,1,2,0,0,0,0,0,0,3
1,0,1,1,0,0,0,0,1,0,1
71,1,4,3,0,0,0,0,0,0,0
115,2,4,2,0,0,0,0,0,0,1
169,0,4,3,0,0,0,0,0,0,0
41,0,3,2,0,0,0,0,0,0,0
33,2,1,2,2,0,0,0,0,0,0
11,0,2,2,0,0,0,0,0,0,1
18,0,2,2,1,0,0,0,0,0,2
173,0,1,2,2,0,0,0,1,0,2
0,0,1,1,0,0,0,0,0,0,0
10,0,3,2,0,0,0,0,0,0,0
49,1,1,2,0,0,0,0,0,0,0
6,1,0,2,0,0,0,0,0,0,1
175,1,4,2,1,0,0,0,0,0,1
168,0,4,1,0,0,0,0,1,0,0
126,2,7,2,0,0,0,0,0,0,1
11,0,2,2,0,0,0,0,0,0,0
127,2,2,2,0,0,0,0,0,0,2
102,0,3,2,0,0,0,0,0,0,0
386,2,3,2,0,0,0,0,1,0,0
261,0,2,2,0,0,0,0,0,0,0
157,0,3,2,0,0,0,0,0,0,2
111,0,2,2,0,0,0,0,0,0,0
6,1,0,1,0,0,0,2,0,0,0
88,0,4,2,0,0,0,0,0,0,1
99,1,3,2,0,0,0,0,0,0,2
139,1,1,3,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,0
129,0,2,2,0,0,0,0,0,0,1
30,2,2,2,0,0,0,0,0,0,1
9,0,4,2,0,0,0,0,0,0,1
109,0,3,4,0,0,0,0,0,0,1
70,1,2,1,0,0,0,0,2,0,1
10,1,1,2,1,0,0,0,0,0,1
364,1,4,2,0,0,0,0,1,0,0
0,1,0,3,1,0,0,0,1,0,0
144,0,3,3,0,0,0,0,0,0,2
37,0,3,2,0,0,0,0,0,0,0
55,2,4,2,0,0,0,0,0,0,2
35,2,0,2,0,0,0,0,0,0,1
47,0,3,2,0,0,0,0,0,0,1
34,2,2,2,0,0,0,0,0,0,1
69,0,2,2,0,0,0,0,0,0,0
25,2,3,1,0,0,0,0,0,0,1
19,2,2,3,0,0,0,0,0,0,1
17,1,3,2,0,0,0,0,0,0,1
2,0,0,2,0,0,0,0,0,0,1
172,2,5,3,0,0,0,0,1,0,0
53,1,1,2,0,0,0,0,0,0,0
59,1,1,2,0,0,0,0,0,0,1
49,0,3,2,0,0,0,0,0,0,1
51,2,5,2,0,0,0,0,0,0,0
45,1,2,2,0,0,0,0,0,0,1
217,3,7,2,0,0,0,0,0,0,0
12,1,3,2,2,0,0,0,0,0,0
43,1,1,3,0,0,0,0,0,0,2
29,0,2,3,0,0,0,0,0,0,2
1,1,0,1,0,0,0,0,0,0,1
0,2,5,2,0,0,0,0,0,0,0
169,0,3,2,1,0,0,0,0,0,1
0,0,2,2,0,0,0,0,1,0,0
5,0,1,2,0,0,0,0,0,0,0
44,1,4,2,2,0,0,0,0,0,0
1,0,2,2,2,0,0,0,0,0,0
97,0,3,1,0,0,1,4,1,0,4
223,2,5,2,0,0,0,0,0,0,0
178,2,2,3,1,0,0,0,0,0,0
61,3,5,2,2,0,0,0,2,0,0
247,0,3,1,0,0,0,0,1,0,0
140,2,2,2,0,0,0,0,0,0,0
18,0,4,2,0,0,0,0,0,0,0
10,0,1,2,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,2,0,0
247,2,5,2,0,0,0,0,0,0,1
322,0,3,2,2,0,0,0,0,0,0
204,2,5,2,0,0,0,0,0,0,0
272,2,5,2,2,0,0,0,0,0,0
168,3,6,2,0,0,0,0,0,0,3
18,1,0,1,0,0,0,0,0,0,0
19,1,3,2,0,0,0,0,0,0,1
3,2,2,2,0,0,0,0,0,0,0
118,1,3,1,0,0,0,0,1,0,0
72,0,4,2,0,0,0,0,0,0,2
34,1,3,2,0,0,0,0,0,0,1
38,1,2,2,0,0,0,0,0,0,0
89,0,2,2,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0
146,0,4,3,0,0,0,0,0,0,2
21,2,4,2,0,0,0,0,0,0,1
1,1,1,2,0,0,0,0,0,0,2
71,1,3,2,0,0,0,0,0,0,2
38,1,1,2,0,0,0,0,0,0,1
98,1,3,2,0,0,0,0,2,0,0
320,0,3,2,0,0,0,0,0,0,0
39,0,1,2,0,0,0,0,0,0,0
3,4,6,3,0,0,0,0,0,0,1
229,2,9,2,0,0,0,0,2,0,0
109,0,3,2,0,0,0,0,0,0,1
46,0,2,1,0,0,0,0,0,0,0
123,0,4,2,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,1
5,2,2,1,0,0,0,0,0,0,1
103,0,3,2,0,0,0,0,0,0,0
64,2,5,2,0,0,0,0,10,0,3
4,0,1,2,0,0,0,0,0,0,0
181,1,1,2,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
98,0,1,1,0,0,3,16,1,0,0
64,0,3,2,0,0,0,0,0,0,1
34,2,5,2,1,0,1,0,0,0,0
157,2,5,2,0,0,0,0,0,0,1
29,2,5,3,0,0,0,0,0,0,1
3,0,1,3,0,0,0,0,1,0,2
177,1,5,2,0,0,0,0,0,0,2
8,0,2,2,0,0,0,0,0,0,0
116,0,2,2,0,0,0,0,1,0,1
25,0,1,1,0,0,0,0,2,0,0
22,0,2,1,0,0,0,8,3,0,1
26,0,1,1,0,0,0,0,0,0,1
77,2,2,2,0,0,0,0,0,0,0
64,1,4,3,0,0,0,0,0,0,1
34,1,2,1,0,0,0,0,0,0,0
13,1,2,2,1,0,0,0,0,0,1
48,0,3,2,1,0,0,0,0,0,2
479,0,3,2,0,0,0,0,0,0,1
305,2,5,2,0,0,0,0,0,0,2
11,2,1,2,0,0,0,0,0,0,2
151,2,5,2,0,0,0,0,0,0,0
259,1,3,2,0,0,0,0,0,0,0
100,1,1,2,0,0,0,0,0,0,2
0,0,1,1,0,0,5,18,0,0,3
214,2,5,2,0,0,0,0,0,0,1
3,0,4,2,0,0,0,0,0,0,0
59,0,1,2,0,0,0,0,0,0,1
73,0,2,2,0,0,0,0,0,0,0
61,1,3,1,0,0,0,0,0,0,0
58,2,5,2,0,0,0,0,0,0,0
225,2,1,2,0,0,0,0,0,0,1
23,0,1,2,0,0,0,0,0,0,2
40,1,2,1,1,0,0,0,1,0,2
32,2,5,2,0,0,0,0,0,0,0
39,0,3,2,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,0
40,1,2,1,0,0,0,0,2,0,0
51,2,5,2,0,0,0,0,0,0,0
199,2,5,1,0,0,0,0,0,0,3
39,1,1,1,0,0,0,0,0,0,0
127,1,3,1,0,0,0,0,0,0,0
195,3,6,2,2,0,0,0,0,0,0
85,1,4,2,0,0,0,0,0,0,1
2,0,1,2,0,0,0,0,0,0,2
51,1,3,2,2,0,0,0,2,0,1
8,2,5,2,0,0,0,0,0,0,0
183,2,0,2,0,0,0,0,2,0,1
2,2,3,2,0,0,0,0,0,0,0
21,2,2,2,0,0,0,0,0,0,0
10,0,2,2,0,0,0,0,1,0,2
88,2,5,2,0,0,0,0,0,0,1
12,0,1,2,0,0,0,0,0,0,1
0,0,2,1,0,0,0,0,1,0,0
0,0,2,2,0,0,0,0,1,0,1
52,2,1,2,0,0,0,0,0,0,1
208,0,1,2,0,0,0,0,0,0,1
35,1,1,2,0,0,0,0,0,0,1
38,2,2,2,0,0,0,0,0,0,0
17,1,0,1,0,0,0,0,0,0,0
35,1,2,2,0,0,0,0,0,0,1
166,0,4,2,0,0,0,0,0,0,2
315,2,7,2,0,0,0,0,0,0,0
1,1,1,2,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
18,1,2,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,4,0,0,1
0,0,1,1,0,0,0,0,0,0,0
3,1,0,1,0,0,0,4,0,0,1
129,0,5,2,2,0,0,0,0,0,0
126,4,11,2,0,0,0,0,0,0,0
7,3,8,2,0,0,0,0,0,0,0
257,0,4,2,0,0,0,0,0,0,1
127,0,2,2,2,0,0,0,1,0,3
2,0,2,1,0,0,0,1,0,0,2
0,1,0,2,0,0,0,0,0,0,0
71,0,3,1,0,0,0,0,0,0,0
43,1,2,2,0,0,0,0,0,0,0
40,1,2,2,0,0,0,0,0,0,1
62,0,1,2,0,0,0,0,0,0,1
177,2,5,2,0,0,1,0,0,0,0
228,2,6,2,2,0,0,0,0,0,1
180,1,2,1,0,0,0,0,1,0,0
262,4,8,2,0,0,0,0,0,0,2
91,0,2,1,0,0,1,2,1,0,0
1,0,2,2,0,0,0,0,0,0,1
29,2,5,2,0,0,0,0,1,0,0
72,0,2,2,0,0,0,0,2,0,0
2,0,1,2,0,0,0,0,0,0,1
73,2,2,2,0,0,0,0,0,0,2
0,0,1,1,0,0,0,0,0,0,0
130,2,4,1,1,0,0,0,0,0,1
34,2,1,2,0,0,0,0,0,0,1
1,0,1,2,0,1,0,0,0,0,1
3,1,1,2,1,0,0,0,0,0,2
6,0,1,2,0,0,0,0,0,0,0
36,1,2,2,0,0,0,0,0,0,1
46,0,3,2,0,0,0,0,0,0,0
36,0,2,3,0,0,0,0,0,0,1
31,2,1,2,0,0,0,0,0,0,2
277,2,5,2,0,0,0,0,0,0,1
81,1,1,2,0,0,0,0,0,0,1
57,1,4,2,0,1,0,0,1,0,2
83,2,2,2,0,0,0,0,0,0,0
153,0,4,2,0,0,0,0,0,0,1
127,1,3,3,0,0,0,0,0,0,0
172,2,5,2,0,0,0,0,0,0,1
3,0,1,2,0,0,0,0,0,0,0
24,0,1,2,2,0,0,0,1,0,1
150,0,3,0,2,0,0,0,0,0,1
36,2,3,2,0,0,0,0,0,0,1
19,1,3,2,0,0,0,0,0,0,0
39,2,0,2,0,0,0,0,0,0,0
1,1,2,1,0,0,0,0,0,0,0
2,2,1,2,0,0,0,0,1,0,2
32,1,2,1,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,0
190,2,3,2,3,0,0,0,0,0,2
115,0,3,2,0,0,0,0,0,0,0
216,0,2,2,0,0,0,0,0,0,1
65,1,2,2,0,0,0,0,0,0,1
75,0,3,2,2,0,0,0,0,0,0
3,0,1,2,0,0,0,0,0,0,1
34,2,1,2,0,0,0,0,0,0,2
77,1,3,2,0,0,0,0,0,0,1
4,0,2,2,0,0,0,0,0,0,1
120,0,1,2,0,0,0,0,0,0,0
57,0,2,2,2,0,0,0,1,0,0
151,1,1,2,0,0,0,0,1,0,0
34,0,3,1,0,0,0,0,1,33,0
1,0,1,1,0,0,0,1,0,0,0
0,1,0,2,0,0,0,0,0,0,0
4,2,5,2,0,0,0,0,0,0,1
198,2,0,2,0,0,0,0,0,0,1
316,0,3,2,0,0,0,0,3,0,2
247,1,1,2,0,0,0,0,0,0,0
57,0,2,1,0,0,0,0,0,0,1
133,2,2,2,0,0,0,0,0,0,1
72,1,2,1,0,0,0,0,0,0,0
8,0,1,2,0,0,0,0,0,0,1
23,4,7,3,0,0,0,0,0,0,1
54,2,1,2,0,0,0,0,0,0,1
18,1,2,3,0,0,0,0,0,0,0
107,0,3,2,0,0,0,0,0,0,0
117,0,1,2,0,0,0,0,0,0,0
